filepath,label
fog/05639_TRXT.jpg,2
rain/55445_SOV2.jpg,1
clear/06244_S09X.jpg,0
clear/36680_0Z0X.jpg,0
snow/22015_EC9H.jpg,3
fog/16454_H1R4.jpg,2
clear/31430_IA1N.jpg,0
clear/15023_GCQW.jpg,0
fog/11342_Q8IE.jpg,2
fog/27931_IEND.jpg,2
snow/31356.jpg,3
snow/24571.jpg,3
fog/31604_AMVL.jpg,2
clear/52014.jpg,0
clear/52244_Q5UA.jpg,0
fog/38382_GSSW.jpg,2
clear/51443_17S7.jpg,0
rain/16494_EWPR.jpg,1
fog/55233_UR8X.jpg,2
snow/24654_HDDI.jpg,3
fog/19507_X7EE.jpg,2
fog/64300_SY2J.jpg,2
clear/19346_9UBH.jpg,0
snow/24398.jpg,3
snow/24400_2P4D.jpg,3
snow/38443_I130.jpg,3
snow/24559_423R.jpg,3
clear/55326_6CVW.jpg,0
clear/19311.jpg,0
rain/51047_XF5C.jpg,1
fog/37361_H7C9.jpg,2
fog/54971_GUF7.jpg,2
clear/06365_LUM8.jpg,0
fog/52809_KC7G.jpg,2
clear/05532_8R11.jpg,0
clear/62813_XYXF.jpg,0
snow/22636.jpg,3
fog/07273_EKOI.jpg,2
clear/13311_YK50.jpg,0
fog/51061_8WM4.jpg,2
clear/19340_WAHP.jpg,0
snow/39109.jpg,3
clear/52764_J3LI.jpg,0
snow/20120.jpg,3
clear/50970.jpg,0
fog/37550_10D6.jpg,2
clear/07238_HXN4.jpg,0
clear/52666.jpg,0
clear/13381_OQFG.jpg,0
clear/06464_1X6P.jpg,0
clear/52660.jpg,0
clear/55836_JPHO.jpg,0
snow/61106_J2JL.jpg,3
fog/11280_98BL.jpg,2
snow/22503.jpg,3
fog/24486_Z5D3.jpg,2
snow/24519_SLF8.jpg,3
clear/07281_774P.jpg,0
snow/24802.jpg,3
fog/07427_2RPZ.jpg,2
fog/22731_FD7C.jpg,2
clear/37205_2W9V.jpg,0
clear/52353_RP5T.jpg,0
clear/52498_O5IZ.jpg,0
clear/05768_NWLB.jpg,0
fog/52230_LPFX.jpg,2
clear/14416_74D2.jpg,0
fog/14785.jpg,2
snow/31734_H9CB.jpg,3
fog/22543_YUL4.jpg,2
clear/19318_UT99.jpg,0
fog/14342_78J9.jpg,2
clear/52630.jpg,0
clear/14399_12OX.jpg,0
fog/55207_T252.jpg,2
rain/07594_V9Y5.jpg,1
clear/06542_TLNL.jpg,0
fog/37361_NPO6.jpg,2
rain/07425.jpg,1
fog/37165_NDYK.jpg,2
clear/19261_7ARS.jpg,0
fog/55578_7AIG.jpg,2
fog/55661_M1YX.jpg,2
rain/36800.jpg,1
fog/63893_113L.jpg,2
fog/16494_V7B0.jpg,2
clear/64344.jpg,0
fog/31656_WYW1.jpg,2
rain/37145_WBDW.jpg,1
clear/52345_7GZP.jpg,0
clear/50815_WYX2.jpg,0
clear/52332_PH60.jpg,0
rain/55445.jpg,1
fog/37924.jpg,2
clear/11513_3UBF.jpg,0
fog/16560_JDXY.jpg,2
fog/07438.jpg,2
clear/06314_J2Q5.jpg,0
fog/07294_6VZK.jpg,2
clear/20412_CPQB.jpg,0
snow/03399.jpg,3
fog/13430.jpg,2
fog/36716_L3OY.jpg,2
clear/19311_1AX5.jpg,0
clear/05523.jpg,0
rain/19156_GXVM.jpg,1
fog/55233_QAND.jpg,2
clear/13368_XF0T.jpg,0
fog/55762_2U0E.jpg,2
fog/52498_P8TW.jpg,2
fog/37196_FPH9.jpg,2
fog/63796_UIIR.jpg,2
rain/13411_DY1W.jpg,1
clear/19188_51G1.jpg,0
rain/13444_V2EH.jpg,1
fog/63249.jpg,2
clear/51458_7WOH.jpg,0
fog/05628_SF1U.jpg,2
fog/64310_QVZK.jpg,2
fog/51968.jpg,2
clear/52051_IIH0.jpg,0
rain/36834_IPQ2.jpg,1
fog/07402_3Y2N.jpg,2
fog/52208_Q5MM.jpg,2
fog/06161_DJ10.jpg,2
clear/22065_93B1.jpg,0
rain/14871_KFQE.jpg,1
clear/51968_QG2Z.jpg,0
clear/06353_FNLP.jpg,0
clear/64215.jpg,0
fog/11488_3YM0.jpg,2
clear/55390_R7EM.jpg,0
clear/09484_HLSQ.jpg,0
fog/37089_LZTX.jpg,2
clear/19291.jpg,0
snow/20863.jpg,3
clear/05916_66VW.jpg,0
fog/62990.jpg,2
snow/22521_67BR.jpg,3
snow/24479.jpg,3
rain/43261_AA4M.jpg,1
snow/24464.jpg,3
snow/22157.jpg,3
fog/06244.jpg,2
rain/14352.jpg,1
clear/52273.jpg,0
clear/50779_8PMG.jpg,0
rain/50713_JOGA.jpg,1
clear/52701_8HIJ.jpg,0
fog/36829_PAAM.jpg,2
rain/05768.jpg,1
clear/06223_FX4M.jpg,0
rain/14307_0A12.jpg,1
rain/36783.jpg,1
clear/52374_DT4R.jpg,0
fog/14405_FM98.jpg,2
clear/05633_V29U.jpg,0
fog/14793.jpg,2
clear/52010 (2).jpg,0
fog/55568_NRXW.jpg,2
fog/11462 (2).jpg,2
clear/54549_5UEF.jpg,0
clear/18642.jpg,0
clear/06133_GRFM.jpg,0
clear/06350.jpg,0
fog/07408_XW97.jpg,2
clear/51848_K93U.jpg,0
clear/52020_ULYH.jpg,0
clear/22275_8CHK.jpg,0
snow/22131.jpg,3
fog/37331_ICAP.jpg,2
rain/14427.jpg,1
clear/14556_KHXQ.jpg,0
fog/55413_HJ4W.jpg,2
fog/52059_BH99.jpg,2
clear/05944_C1ZJ.jpg,0
clear/19304_2PXS.jpg,0
clear/55134_6TVV.jpg,0
rain/02028 (1)_0P7S.jpg,1
clear/37120_5AE9.jpg,0
clear/05998_18KL.jpg,0
snow/31751_XF73.jpg,3
clear/12179_QK0P.jpg,0
clear/50995.jpg,0
snow/24445.jpg,3
fog/63211.jpg,2
fog/16449_86WK.jpg,2
clear/06284_7E58.jpg,0
rain/16624_RX48.jpg,1
rain/19332_X9O1.jpg,1
clear/11447_K1GA.jpg,0
fog/36718.jpg,2
fog/51921_GVGX.jpg,2
clear/52358_J2PL.jpg,0
snow/27364_J1DW.jpg,3
fog/36696_I303.jpg,2
fog/22552_IV4Y.jpg,2
fog/11303_367B.jpg,2
fog/05913_CQ75.jpg,2
clear/05596_7853.jpg,0
clear/52422_G0PS.jpg,0
clear/56496_1FND.jpg,0
clear/52473.jpg,0
fog/52020_VHFH.jpg,2
snow/31581.jpg,3
rain/57032_O0KK.jpg,1
clear/52413_2LLV.jpg,0
clear/06249.jpg,0
fog/27346_PRFN.jpg,2
fog/36727_JB80.jpg,2
clear/52253.jpg,0
rain/52915_3UIQ.jpg,1
fog/24561_T834.jpg,2
fog/36816_DH1K.jpg,2
clear/55207_WQLT.jpg,0
clear/30092_9HPY.jpg,0
clear/52154.jpg,0
fog/55234_YJ3J.jpg,2
clear/52745.jpg,0
fog/06244_9ZIX.jpg,2
clear/05978_5MP6.jpg,0
rain/06230.jpg,1
snow/31294.jpg,3
clear/50883.jpg,0
fog/09578_ADQJ.jpg,2
rain/11509_OPTT.jpg,1
fog/63839.jpg,2
clear/06345.jpg,0
fog/38090_P27K.jpg,2
fog/38129_KWAF.jpg,2
fog/37092_RJDM.jpg,2
fog/24598_L0L2.jpg,2
fog/03149.jpg,2
clear/13316_CKM5.jpg,0
clear/52904_1RW9.jpg,0
clear/07317.jpg,0
fog/14764.jpg,2
clear/06075_EOD6.jpg,0
fog/63915.jpg,2
fog/37179_RDQP.jpg,2
snow/20515_VROQ.jpg,3
fog/14892_TZ94.jpg,2
clear/50728_M1UW.jpg,0
clear/19346_1I3R.jpg,0
fog/56382_9F82.jpg,2
snow/24678_NHRO.jpg,3
snow/22079_UYXQ_DKAJ.jpg,3
fog/05404.jpg,2
clear/63954.jpg,0
clear/14405_FRZN.jpg,0
fog/07333_2LQU.jpg,2
fog/06312_UTAP.jpg,2
clear/07341.jpg,0
rain/36723_B008.jpg,1
clear/52407 (2).jpg,0
fog/35237_WZUQ.jpg,2
fog/24398_WWOD.jpg,2
fog/64018_FJ53.jpg,2
fog/11470.jpg,2
clear/05776_XXJ9.jpg,0
clear/37176_8R2K.jpg,0
fog/38187_Z4GS.jpg,2
snow/24671_T49H.jpg,3
clear/63085.jpg,0
clear/07402_LZAA.jpg,0
clear/06320_32QY.jpg,0
snow/31332.jpg,3
fog/03420 (2).jpg,2
snow/24650.jpg,3
fog/14427_Y9OO.jpg,2
snow/31420.jpg,3
fog/63682_UYT3.jpg,2
fog/63231.jpg,2
snow/06523_X9QN.jpg,3
rain/37486_73YL.jpg,1
clear/14520_XEMN.jpg,0
clear/50759_LOLR.jpg,0
fog/52279_FOM8.jpg,2
fog/11470_MKZU.jpg,2
clear/07143_GP1P.jpg,0
fog/06177.jpg,2
clear/14381_BJ5T.jpg,0
fog/52901_3FN8.jpg,2
rain/52660_LLE6.jpg,1
clear/37135_JTFD.jpg,0
fog/14349_FZSV.jpg,2
snow/20411.jpg,3
fog/02017_DDWX.jpg,2
fog/36744_IG7R.jpg,2
fog/52874_5ZQU.jpg,2
clear/05517_OB8K.jpg,0
fog/36740_A1VL.jpg,2
clear/50892_TD0L.jpg,0
fog/50727.jpg,2
fog/39184_C23T.jpg,2
clear/50951_W3WM.jpg,0
clear/13319.jpg,0
clear/50713.jpg,0
fog/63226_GOBW.jpg,2
fog/06682_CZW5.jpg,2
clear/55532.jpg,0
clear/06351.jpg,0
clear/13432_UXFQ.jpg,0
snow/37145.jpg,3
fog/13313_TUBT.jpg,2
clear/63878.jpg,0
snow/31369.jpg,3
rain/36863_GMQZ.jpg,1
fog/03390_ICBQ.jpg,2
clear/12117_AIY6.jpg,0
fog/05704_SBSM.jpg,2
fog/14310.jpg,2
fog/06096_TIUX.jpg,2
clear/52407.jpg,0
fog/14284_M8YH.jpg,2
clear/20384_DVNS.jpg,0
clear/06530_B71M.jpg,0
fog/06380_S6NL.jpg,2
clear/13368.jpg,0
fog/55588_VGG8.jpg,2
clear/24633_GJY2.jpg,0
fog/60258_BUFH.jpg,2
fog/36854.jpg,2
clear/52920_56IB.jpg,0
clear/51251.jpg,0
clear/19383_QJ13.jpg,0
rain/24676_9J32.jpg,1
rain/03358.jpg,1
clear/50796_HZGC.jpg,0
clear/52422.jpg,0
clear/14366_7FCT.jpg,0
snow/24941.jpg,3
clear/19325_H259.jpg,0
clear/52768_1F12.jpg,0
rain/51000_NTCS.jpg,1
fog/62978.jpg,2
clear/21960_VK7T.jpg,0
fog/24529_ZZLQ.jpg,2
fog/55206_CU0P.jpg,2
clear/19292_Q3GB.jpg,0
clear/31416_HOBI.jpg,0
clear/50768_45FM.jpg,0
fog/63844.jpg,2
fog/07309_8N80.jpg,2
clear/52806_4ZR9.jpg,0
fog/63844_D71Q.jpg,2
clear/52520_7PPQ.jpg,0
clear/56371_G02M.jpg,0
fog/36917.jpg,2
clear/15090_JV8E.jpg,0
clear/06312_G623.jpg,0
clear/37166_1XEK.jpg,0
fog/06740_TFSC.jpg,2
rain/43849_4D3K.jpg,1
clear/55474_PEKT.jpg,0
fog/06281_TUKG.jpg,2
clear/52844_QKFQ.jpg,0
fog/06139_8RI4.jpg,2
snow/23052.jpg,3
rain/11542_2QRE.jpg,1
fog/05537_QZHZ.jpg,2
fog/02028_JY1O.jpg,2
clear/52033.jpg,0
clear/52469.jpg,0
fog/13430_SFTO.jpg,2
clear/05982_UBJ9.jpg,0
clear/07333_GBEY.jpg,0
fog/62758_Q4W5.jpg,2
fog/03296_I1LW.jpg,2
snow/38140.jpg,3
clear/06389_L18A.jpg,0
fog/38491_KUPK.jpg,2
snow/27377.jpg,3
snow/24633_N487.jpg,3
clear/13345_G82O.jpg,0
fog/14876_EVWF.jpg,2
clear/37082_APYS.jpg,0
fog/63085.jpg,2
snow/27346_XRKQ.jpg,3
fog/37215_84Q7.jpg,2
fog/06516_D1UL.jpg,2
rain/07321_2GQT.jpg,1
clear/31359_TINM.jpg,0
fog/07360_TOF2.jpg,2
fog/05559_H3U7.jpg,2
clear/24571_VYKN.jpg,0
fog/55743_14N9.jpg,2
fog/06367_DUPF.jpg,2
fog/52608_KTJ2.jpg,2
clear/06373.jpg,0
fog/05756_FBTQ.jpg,2
fog/07309_AHJP.jpg,2
fog/36839_UCZ4.jpg,2
fog/07477_MMY5.jpg,2
clear/13401.jpg,0
clear/39339_8TMU.jpg,0
fog/38198_XJFJ.jpg,2
fog/06054 (2).jpg,2
clear/48335_OFSC.jpg,0
clear/55253_8NHS.jpg,0
fog/14139_EZ31.jpg,2
clear/19174_6BKZ.jpg,0
fog/19340_YI7B.jpg,2
fog/36892_MGNJ.jpg,2
clear/08237_TDC0.jpg,0
clear/07375_3ITH.jpg,0
clear/31396_I644.jpg,0
rain/50992_LXMA.jpg,1
fog/07358_44EK.jpg,2
rain/43708_KEQA.jpg,1
fog/36854_M50J.jpg,2
fog/22521_O3BH.jpg,2
fog/13316_3Z59.jpg,2
fog/64348_OZZ8.jpg,2
fog/06542_JK5D.jpg,2
fog/06014_J2HE.jpg,2
fog/36850_TTGT.jpg,2
fog/52934_5UZE.jpg,2
fog/63821.jpg,2
fog/52925.jpg,2
clear/19383_NHWS.jpg,0
snow/21952.jpg,3
clear/36793_5UMN.jpg,0
rain/55493.jpg,1
fog/55751_GSMR.jpg,2
fog/22495_X6QP.jpg,2
fog/63142.jpg,2
fog/56256_Q2TM.jpg,2
clear/06424.jpg,0
snow/24612.jpg,3
fog/36723_M3C3.jpg,2
clear/07333.jpg,0
fog/55521_NU4Q.jpg,2
fog/30096_6TWS.jpg,2
rain/43866_SSS0.jpg,1
clear/24679_TGDB.jpg,0
clear/13313_C8L7.jpg,0
snow/22015.jpg,3
clear/06327_JLKE.jpg,0
rain/52643_R2YL.jpg,1
snow/21192_HUIQ.jpg,3
rain/11527.jpg,1
fog/13312_ZEUT.jpg,2
clear/14513_LHVD.jpg,0
clear/52734.jpg,0
clear/55445_8TXG.jpg,0
fog/07023_A5NF.jpg,2
clear/24678_SH4Q.jpg,0
fog/13322.jpg,2
fog/37172_7TR2.jpg,2
fog/11462_BA00.jpg,2
clear/19342_JIIZ.jpg,0
clear/05586.jpg,0
snow/20930.jpg,3
fog/36769_NUA4.jpg,2
fog/63226.jpg,2
fog/52056.jpg,2
fog/37135_QYTP.jpg,2
clear/07358_7FZ3.jpg,0
snow/64364 (2).jpg,3
clear/55535_HW6J.jpg,0
fog/36716.jpg,2
clear/07294_RWV5.jpg,0
clear/55493_MRF8.jpg,0
snow/64189.jpg,3
clear/52441.jpg,0
clear/55352_ZQNQ.jpg,0
fog/07413_7ECC.jpg,2
snow/20553_XEIG.jpg,3
rain/05427_IKHL.jpg,1
clear/40309_5DQU.jpg,0
clear/06310.jpg,0
clear/13312_6W3R.jpg,0
fog/52882_LUTO.jpg,2
fog/07660_M3SU.jpg,2
clear/14390_B3WP.jpg,0
clear/51414.jpg,0
fog/20641_ZGC9.jpg,2
snow/31375.jpg,3
clear/52879_W387.jpg,0
rain/07464_IYO1.jpg,1
clear/14063_9RP3.jpg,0
clear/19263_TAMY.jpg,0
clear/06516_E4DX.jpg,0
rain/06331_3FQ2.jpg,1
fog/24573_08WM.jpg,2
clear/48322_QWMS.jpg,0
fog/17095.jpg,2
fog/52407_TTXM.jpg,2
rain/07386_AQ8X.jpg,1
fog/12126_JGQQ.jpg,2
fog/14170_8CXI.jpg,2
clear/52260.jpg,0
clear/19269.jpg,0
fog/55237_AJR5.jpg,2
clear/55371_IJHF.jpg,0
clear/62659_AVOP.jpg,0
fog/60356.jpg,2
clear/52760_1QGG.jpg,0
fog/07012_HIZU.jpg,2
fog/58316_K9TN.jpg,2
fog/05619_GZ38.jpg,2
fog/55182_FB4R.jpg,2
clear/52509_6JPT.jpg,0
clear/37107_4BE5.jpg,0
snow/37205.jpg,3
rain/52791_3PY1.jpg,1
snow/39321.jpg,3
clear/55154_W4WT.jpg,0
fog/13311_722P.jpg,2
clear/43829_PKAC.jpg,0
snow/24683.jpg,3
clear/05665_BOKD.jpg,0
fog/14496_VU09.jpg,2
rain/63043.jpg,1
snow/64348.jpg,3
snow/27338_1RO6.jpg,3
fog/65356_TA8M.jpg,2
rain/36867_0278.jpg,1
clear/55300_OLBU.jpg,0
clear/14409_ZKAC.jpg,0
snow/24656_FISW.jpg,3
snow/23064.jpg,3
clear/51830_D8MS.jpg,0
clear/52373.jpg,0
clear/50856_V2RM.jpg,0
fog/07341_C3NO.jpg,2
clear/31348_XSD8.jpg,0
fog/07143_5OSU.jpg,2
fog/63163.jpg,2
clear/52694_Q9WQ.jpg,0
fog/14398_O4ZD.jpg,2
snow/25002.jpg,3
fog/14127_ZKT2.jpg,2
clear/06310_FHIA.jpg,0
snow/24550.jpg,3
clear/19318_X9KG.jpg,0
clear/55318_3B0Y.jpg,0
clear/50944_XS0D.jpg,0
fog/52835_18Y9.jpg,2
clear/55729_TIO3.jpg,0
clear/06350_WKIL.jpg,0
rain/52786_MFTV.jpg,1
fog/13346.jpg,2
clear/06431_25WW.jpg,0
fog/55190_4WG1.jpg,2
clear/06102.jpg,0
clear/19324.jpg,0
fog/63503_Z6QA.jpg,2
fog/24630_6C1O.jpg,2
fog/07292_81LZ.jpg,2
fog/09438_SJPF.jpg,2
fog/14373_R4Y1.jpg,2
clear/06394_LDRO.jpg,0
rain/55546_G3LJ.jpg,1
clear/52867.jpg,0
fog/13340_YURO.jpg,2
rain/51921_4WQ1.jpg,1
fog/08021.jpg,2
clear/06464_9DI5.jpg,0
clear/38041_BLMS.jpg,0
clear/55368_JP4B.jpg,0
fog/22275_G2E1.jpg,2
fog/16420_DNUT.jpg,2
rain/52592_ZC1W.jpg,1
fog/55210_B1LT.jpg,2
clear/14482_9LWL.jpg,0
fog/14300_QW14.jpg,2
clear/52313_3K5E.jpg,0
rain/55357_M2CT.jpg,1
clear/64302.jpg,0
fog/24671_XIB5.jpg,2
clear/19335_P4T8.jpg,0
clear/62962_U0HQ.jpg,0
clear/21077_XGDT.jpg,0
fog/06139.jpg,2
fog/36928_RS57.jpg,2
snow/24459_OLO6.jpg,3
rain/55529.jpg,1
clear/52294.jpg,0
fog/06495_82ES.jpg,2
fog/31600_4HEV.jpg,2
clear/06007_1C8H.jpg,0
clear/19355.jpg,0
clear/50801_YRU1.jpg,0
fog/62952_L511.jpg,2
snow/21192.jpg,3
clear/18646_D6FL.jpg,0
fog/55253_PHDQ.jpg,2
snow/36069_CL7U.jpg,3
snow/31642_NUMR.jpg,3
clear/37099_84AU.jpg,0
fog/05676.jpg,2
fog/63277_3HOT.jpg,2
clear/21083_NASC.jpg,0
fog/63829.jpg,2
fog/36779.jpg,2
clear/19342.jpg,0
clear/50912_125H.jpg,0
rain/07450_SZ41.jpg,1
rain/52165_0Z52.jpg,1
clear/19188.jpg,0
clear/52568_KTQN.jpg,0
fog/55147_U73A.jpg,2
rain/43865_FJ26.jpg,1
fog/14310_D4SB.jpg,2
snow/22111.jpg,3
fog/55381_Z19U.jpg,2
snow/31286.jpg,3
clear/19304_R1Z5.jpg,0
clear/37561_N6Y1.jpg,0
clear/07402_DAS7.jpg,0
clear/08097_8PHW.jpg,0
snow/64390_RIAB.jpg,3
clear/11537_1A2M.jpg,0
snow/27608_4AP1.jpg,3
clear/05775_M8JO.jpg,0
fog/06150_U32R.jpg,2
fog/15075_QRSE.jpg,2
snow/38193_FXBQ.jpg,3
fog/14314_LD22.jpg,2
fog/07238.jpg,2
clear/05639.jpg,0
fog/11470 (2).jpg,2
fog/07317_4F8D.jpg,2
clear/37074_JL4C.jpg,0
fog/19281_JQEN.jpg,2
clear/52683_SOHW.jpg,0
fog/21827_5MZO.jpg,2
clear/06356_EFIZ.jpg,0
clear/07396_XMNK.jpg,0
snow/39022_OPFQ.jpg,3
clear/64307.jpg,0
rain/55464.jpg,1
clear/07425.jpg,0
rain/43393_QU4F.jpg,1
snow/22050.jpg,3
fog/52581_C8VU.jpg,2
rain/43238_AHKC.jpg,1
snow/20022.jpg,3
clear/38198_EGHE.jpg,0
fog/55187_LYWR.jpg,2
fog/06461_6SVP.jpg,2
clear/52250_FYHZ.jpg,0
clear/52527_186F.jpg,0
snow/20793_MSGF.jpg,3
snow/24650_85OZ.jpg,3
snow/37125.jpg,3
fog/08107_2F5B.jpg,2
clear/07271_LOUG.jpg,0
snow/20641.jpg,3
fog/62997_S38H.jpg,2
snow/64316_LVPA.jpg,3
snow/24982.jpg,3
rain/14273_2U45.jpg,1
clear/13371.jpg,0
fog/07010_9VU5.jpg,2
fog/57054_LKT6.jpg,2
clear/19273.jpg,0
clear/21083_QYN6.jpg,0
fog/11501.jpg,2
fog/36894_7XNP.jpg,2
fog/13435_M8JW.jpg,2
snow/24685_QWSZ.jpg,3
fog/52489_40ME.jpg,2
clear/52010_Y8BS.jpg,0
clear/07391.jpg,0
snow/21008_9NK2.jpg,3
snow/23022_TAWS.jpg,3
clear/19192_QSGN.jpg,0
clear/50786_QG2W.jpg,0
clear/50944.jpg,0
clear/21795_4HSF.jpg,0
clear/50755_OKSO.jpg,0
snow/06263_A8JI.jpg,3
fog/05720_C40D.jpg,2
fog/62978_S5F9.jpg,2
rain/36881_TWRO.jpg,1
fog/02028_LMF7.jpg,2
clear/50739_FA3E.jpg,0
clear/51012_0M1P.jpg,0
clear/06007_DHCJ.jpg,0
clear/19183_84ON.jpg,0
clear/52839_Z2Z3.jpg,0
fog/56469_U2F5.jpg,2
fog/51921_JQL0.jpg,2
fog/37099_5X40.jpg,2
clear/49042_UW9L.jpg,0
clear/38150_W6NC.jpg,0
clear/50748_CKVZ.jpg,0
clear/13340.jpg,0
rain/11457_OP17.jpg,1
fog/37924_4DZ5.jpg,2
snow/24535_OTRN.jpg,3
clear/50936.jpg,0
clear/31369_3282.jpg,0
clear/51884_S99A.jpg,0
rain/14447.jpg,1
clear/06158_AZD9.jpg,0
fog/07394_HUO6.jpg,2
rain/55511.jpg,1
snow/24524_3JOG.jpg,3
fog/52929.jpg,2
fog/13358_1G1S.jpg,2
fog/13453_5SIT.jpg,2
rain/52177_NJYS.jpg,1
fog/64295_PGWJ.jpg,2
fog/16454_DYHG.jpg,2
fog/62985_G3WH.jpg,2
clear/19391_HUMI.jpg,0
clear/06377_I2SG.jpg,0
clear/19190_8CTR.jpg,0
fog/55770_X764.jpg,2
fog/55385_9X7P.jpg,2
clear/55395_KFBA.jpg,0
snow/20753_PAZL.jpg,3
fog/24408_OWOU.jpg,2
fog/55390_44GU.jpg,2
clear/52366_BT52.jpg,0
clear/55807_WO18.jpg,0
fog/06394_QASP.jpg,2
fog/11359_2671.jpg,2
clear/31319_GNRM.jpg,0
rain/55390_BHCF.jpg,1
fog/52598_A9QC.jpg,2
snow/24656_CP1W.jpg,3
fog/63067.jpg,2
fog/14307_WJQK.jpg,2
fog/63825_I2MX.jpg,2
clear/06431.jpg,0
clear/07425_8WN1.jpg,0
fog/64364_KKN8.jpg,2
clear/31416_DTN2.jpg,0
clear/13314.jpg,0
fog/14390_0F35.jpg,2
clear/57032_PGLD.jpg,0
snow/31718.jpg,3
clear/19373_18OB.jpg,0
fog/31692_JJ6J.jpg,2
clear/07307.jpg,0
snow/23022.jpg,3
clear/14327_2W1M.jpg,0
fog/24630_623S.jpg,2
rain/63126_2F7A.jpg,1
snow/64107.jpg,3
fog/24535_OB9C.jpg,2
clear/52480 (2).jpg,0
fog/14398_H4SW.jpg,2
clear/19322_6DUX.jpg,0
fog/37916_HROR.jpg,2
fog/06279_DHRC.jpg,2
clear/06312_N9HL.jpg,0
fog/55777_AL5U.jpg,2
clear/13444_R3ZT.jpg,0
fog/09578.jpg,2
clear/05885_BWER.jpg,0
clear/22105_Q0G9.jpg,0
fog/63211_DD12.jpg,2
